NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2018],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],ESCOLARIZACAO - PORCENTO [2010],IDHM [2010],MORTALIDADE - MORTALIDADE [2014],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
Jutaí,1302306,jutaiense,PEDRO MACARIO BARBOZA,69457.415,14753,0.26,88.4,0.516,14.49,55122.62617,50414.35216,12223.5,
Lábrea,1302405,labrense,GEAN CAMPOS DE BARROS,68262.696,45245,0.55,85.7,0.531,19.64,84398.25826,78810.1022,9841.76,
Manacapuru,1302504,manacapuruense,BETANAEL DA SILVA DANGELO,7336.579,96236,11.62,92.3,0.614,14.62,169816.2567,165592.1276,13027.29,
Manaquiri,1302553,manaquirense,JAIR AGUIAR SOUTO,3973.259,31147,5.73,95.5,0.596,25.75,48651.4632,41658.45023,8518.37,
Manaus,1302603,manauara,ARTHUR VIRGILIO DO CARMO RIBEIRO NETO,11401.092,2145444,158.06,94.2,0.737,13.8,4743520.966,4366978.284,33564.11,
Manicoré,1302702,manicoreense,MANUEL SEBASTIÃO PIMENTEL DE MEDEIROS,48315.021,54907,0.97,90.3,0.582,10.44,94783.83816,84088.60772,8859.52,
Maraã,1302801,maraãense,LUIZ MAGNO PRAIANO MORAES,16830.827,18186,1.04,86.5,0.498,10.13,48990.55472,45762.26778,7805.4,
Maués,1302900,maueense,CARLOS ROBERTO DE OLIVEIRA JÚNIOR,39991.066,62755,1.31,93.7,0.588,14.79,130889.646,122928.0424,6481.4,
Nhamundá,1303007,nhamundaense,GLEDSON HADSON PAULAIN MACHADO,14107.04,20899,1.3,94.1,0.586,39.33,44772.08939,38286.61229,6462.02,
Nova Olinda do Norte,1303106,olindense,ADENILSON LIMA REIS,5578.132,36721,5.47,91.6,0.558,19.39,64596.91919,59156.85761,5861.52,
Novo Airão,1303205,novo-airãoense,ROBERTO FREDERICO PAES JUNIOR,37776.77,18974,0.39,83.9,0.57,19.67,39098.9988,34646.02368,6650.15,
Novo Aripuanã,1303304,novo-aripuanaense,JOCIONE DO SANTOS SOUZA,41179.656,25237,0.52,88,0.554,11.7,43206.15185,37837.14452,6757.82,
Parintins,1303403,parintinense,FRANK LUIZ DA CUNHA GARCIA,5956.047,113168,17.14,93,0.658,19.54,182766.4129,180031.3841,9092.68,
Pauini,1303502,pauiniense,ELIANA OLIVEIRA AMORIM,41624.668,19329,0.44,76.4,0.496,13.74,39496.36208,35561.18013,7226.48,
Presidente Figueiredo,1303536,figueiredense,ROMEIRO JOSE COSTEIRA DE MENDONCA,25459.099,35352,1.07,91.1,0.647,22.22,190134.8798,155031.4526,16206.55,
Rio Preto da Eva,1303569,rio-pretense,ANDERSON JOSÉ DE SOUZA,5815.622,32577,4.42,90.1,0.611,29.2,72278.05207,74626.83939,14234.32,
Santa Isabel do Rio Negro,1303601,santa-isabelense,ARAILDO MENDES DO NASCIMENTO,62800.079,24436,0.29,51.8,0.479,22.83,36083.14656,36388.28831,5558.32,
Santo Antônio do Içá,1303700,santoense,ABRAÃO MAGALHÃES LASMAR,12366.143,21966,1.99,81.4,0.49,23.11,58698.37248,55183.48629,6887.79,
São Gabriel da Cachoeira,1303809,são-gabrielense,CLOVIS MOREIRA SALDANHA,109181.24,44816,0.35,89.4,0.609,31.33,86867.9924,80002.90556,6184.5,
São Paulo de Olivença,1303908,paulivense,PAULO DE OLIVEIRA MAFRA,19658.502,38515,1.59,85.2,0.521,32.59,70201.47994,63593.34124,5500.85,
São Sebastião do Uatumã,1303957,uatumaense,FERNANDO FALABELLA,10647.463,13685,1,93.3,0.577,24.69,26053.07512,22148.24543,7232.53,
Silves,1304005,silvense,ARISTIDES QUEIROZ DE OLIVEIRA NETO,3723.382,9110,2.25,96.3,0.632,18.75,26157.33929,21524.89325,10712.82,
Tabatinga,1304062,tabatinguense,SAUL NUNES BEMERGUY,3266.062,64488,16.21,91.2,0.616,20.88,111041.9142,98245.23284,6651.46,
Tapauá,1304104,tapauense,JOSÉ BEZERRA GUEDES,84946.166,17299,0.21,79.5,0.502,5.22,47352.95262,27471.00903,12019.31,
Tefé,1304203,tefeense,NORMANDO BESSA DE SA,23692.223,60154,2.59,93.9,0.639,16.4,142248.5801,134280.5053,10450.25,
Tonantins,1304237,tonantinense,LAZARO DE SOUZA MARTINS,6446.894,18610,2.66,86.7,0.548,13.66,44853.67132,39604.09608,6273.39,
Uarini,1304260,uarinense,ANTONIO WALDETRUDES UCHOA DE BRITO,10274.677,13387,1.16,90.7,0.527,19.8,36758.97347,34568.19759,13244.83,
Urucará,1304302,urucaraense,ENRICO DE SOUZA FALABELLA,27901.962,16383,0.61,94.6,0.62,24.65,48232.76259,39612.23523,17378.65,
Urucurituba,1304401,urucuritubense,JOSE CLAUDENOR DE CASTRO PONTES,2886.494,22537,6.14,93.4,0.588,6.12,40807.25155,37492.36471,5634.25,
Abaíra,2900108,abairense,EDVAL LUZ SILVA,538.677,8767,15.68,97.2,0.603,20.41,19330.58368,18286.42314,6982.7,
Abaré,2900207,abareense,FERNANDO JOSE TEIXEIRA TOLENTINO,1604.923,19814,11.49,96.5,0.575,9.43,42471.16812,42835.65272,6256.8,
Acajutiba,2900306,acajutibense,ALEXSANDRO MENEZES DE FREITAS,181.475,15129,81.34,98,0.582,5.62,32322.40145,31257.68537,7305.15,
Adustina,2900355,adustinense,PAULO SERGIO OLIVEIRA DOS SANTOS,632.139,16784,24.84,98.1,0.546,22.99,33518.91406,29163.99544,5881.41,
Água Fria,2900405,água-friense,MANOEL ALVES DOS SANTOS,743.014,16901,23.77,97,0.55,-,40463.75677,39741.1561,7955.78,
Érico Cardoso,2900504,érico-cardosense,ERICO CARDOSO DE AZEVEDO,735.249,10662,15.48,98.8,0.584,55.05,25842.85175,24637.11888,4985.01,
Aiquara,2900603,aiquarense,JOSITAN PIMENTEL SANTOS,167.877,4478,28.82,98.4,0.583,41.67,15908.16508,13995.20875,10498.68,
Alagoinhas,2900702,alagoinhense,JOAQUIM BELARMINO CARDOSO NETO,707.558,150832,188.67,97.4,0.683,16.55,357419.919,319462.7496,20452.72,
Alcobaça,2900801,alcobacense,LEONARDO COELHO BRITO,1482.285,22449,14.36,96.5,0.608,26.23,50627.98373,53604.60982,11149.72,
Almadina,2900900,almadinense,MILTON SILVA CERQUEIRA,245.236,5566,25.32,95.3,0.563,-,17495.20557,14754.30679,9144.46,
Amargosa,2901007,amargosense,JULIO PINHEIRO DOS SANTOS JUNIOR,431.673,37031,74.16,96.8,0.625,8.81,63402.10611,57123.31855,8892.67,
Amélia Rodrigues,2901106,ameliense,PAULO CESAR BAHIA FALCÃO,173.484,25224,145.2,99.2,0.666,17.61,64865.97567,50406.69731,10611.57,
América Dourada,2901155,américo-douradense,ROSA MARIA DOURADO LOPES,822.373,16097,19.05,96.6,0.561,11.45,38585.45557,35184.13685,7196.18,
Anagé,2901205,anageense,ELEN ZITE PEREIRA DOS SANTOS,1336.361,18194,13.1,96,0.54,21.43,47758.835,44111.71088,8089.98,
Andaraí,2901304,andaraiense,JOÃO LUCIO PASSOS CARNEIRO,1590.316,13153,7.5,97.8,0.555,-,37286.40876,35402.28578,6920.19,
Andorinha,2901353,andorinhense,RENATO BRANDÃO DE OLIVEIRA,1362.386,14690,11.55,98,0.588,29.76,41097.00995,41307.78564,11074.3,
Angical,2901403,angicalense,GILSON BEZERRA DE SOUZA,1530.05,14017,9.21,96.9,0.625,5.29,35075.99781,32587.16641,9772.37,
Anguera,2901502,anguerense,FERNANDO BISPO RAMOS,187.84,11142,57.85,98.2,0.589,-,24305.57887,21757.55072,5420.5,
Antas,2901601,antense,MANOEL SIDONIO NASCIMENTO NILO,321.606,19093,53.08,94.3,0.592,12.5,33697.6196,31374.63216,5809.23,
Antônio Cardoso,2901700,cardosense,ANTONIO MÁRIO RODRIGUES DE SOUSA,293.53,11691,39.24,95.8,0.561,10.64,26978.05908,29852.7557,7450.62,
Antônio Gonçalves,2901809,antônio-gonçalvense,ROBERTO CARLOS DANTAS LIMA,345.283,11715,35.09,98.4,0.598,-,27262.32163,25236.58554,5299.76,
Aporá,2901908,aporense,IVONEI RAIMUNDO DOS SANTOS,479.262,17673,31.56,97.6,0.548,20.73,68717.29437,50045.7121,6150.25,
Apuarema,2901957,apuaremense,RAIVAL PINHEIRO DE OLIVEIRA,150.83,7360,48.17,95.9,0.552,31.75,19781.94216,20934.67448,8768.8,
Aracatu,2902005,aracatuense,SÉRGIO SILVEIRA MAIA,1489.804,13229,9.22,97.7,0.581,12.99,34674.69988,31359.75377,6371.64,
Araças,2902054,araçaense,MARIA DAS GRAÇAS TRINDADE LEAL,474.66,12143,23.73,98.1,0.57,5.18,42985.07489,39520.18435,10042.94,
Araci,2902104,araciense,ANTONIO CARVALHO DA SILVA NETO,1495.554,54099,33.19,97.4,0.534,18.21,104996.0919,102013.6408,7043.77,
Aramari,2902203,aramariense,FIDEL CARLOS SOUZA DANTAS,368.948,11332,30.44,96.3,0.588,36.36,23718.87023,21221.15801,7455.45,
Arataca,2902252,arataquense,KATIANA PINTO DE OLIVEIRA,435.962,11079,27.7,95.6,0.559,7.69,27011.70541,27502.1615,8373.25,
Aratuípe,2902302,aratuipense,ANTONIO MIRANDA SILVA JUNIOR,174.012,8813,47.47,98.4,0.575,7.75,18702.70458,17462.23993,7360.55,
Aurelino Leal,2902401,aurelinense,ELIZANGELA RAMOS ANDRADE GARCIA,445.394,11774,29.7,95.5,0.568,22.12,31326.74233,31148.26058,8867.2,
Baianópolis,2902500,baianopolense,JANDIRA SOARES SILVA XAVIER,3320.723,13824,4.14,98.7,0.589,9.35,35529.72286,32558.04391,8980.47,
Baixa Grande,2902609,baixa-grandense,HERALDO ALVES MIRANDA,967.514,20488,21.19,97.2,0.585,13.33,42685.91617,42958.68826,6418,
Banzaê,2902658,banzaêense,JAILMA DANTAS GAMA ALVES,409.507,13217,51.92,98.1,0.579,16.95,54997.45561,31721.00301,5980.19,
Barra,2902708,barrense,DEONISIO FERREIRA DE ASSIS,11422.537,53231,4.32,97,0.557,15.86,113205.9988,98837.37754,6408.63,
Barra da Estiva,2902807,barrestivense,JOÃO MACHADO RIBEIRO,1657.413,20813,15.73,96.8,0.575,25.64,48777.53571,47589.84269,11036.96,
Barra do Choça,2902906,barra-chocense,ADIODATO JOSÉ DE ARAÚJO,765.152,32018,44.42,96.9,0.551,17.76,76256.21637,74493.8422,14575.54,
Barra do Mendes,2903003,barra-mendense,ARMENIO SODRÉ NUNES,1586.629,13900,9.08,97.5,0.63,23.53,32974.08398,32377.00988,6228.75,
Barra do Rocha,2903102,barra-rochense,LUÍS SÉRGIO ALVES DE SOUZA,214.411,5821,30.3,95.7,0.577,-,18310.5046,15009.68036,9759.75,
Barreiras,2903201,barreirense,JOÃO BARBOSA DE SOUZA SOBRINHO,7859.716,153831,17.49,97.5,0.721,14.58,567804.3319,355393.7249,21596.35,
Barro Alto,2903235,barro-altino,ORLANDO AMORIM SANTOS,414.51,14802,32.68,98.4,0.607,6.71,31224.34375,30355.90133,5458.28,
Barrocas,2903276,barroquense,JOSÉ JAILSON LIMA FERREIRA,207.297,15846,70.61,98.7,0.61,13.04,41045.17185,35140.96527,15517.36,
Barro Preto,2903300,barro-pretense,ANA PAULA SILVA SIMÕES,201.585,5743,50.26,96.2,0.602,51.28,21268.91758,19406.89769,9445.47,
Belmonte,2903409,belmontense,JANIO NATAL ANDRADE BORGES,1939.447,23214,11.06,96.5,0.598,18.81,60821.87548,53345.16834,11902.74,
Belo Campo,2903508,belo-campense,JOSÉ HENRIQUE SILVA TIGRE,772.757,17317,25.47,95.2,0.575,41.86,43220.3637,44273.03524,6466.01,
Biritinga,2903607,biritinguense,ANTONIO CELSO AVELINO DE QUEIROZ,553.762,15975,26.97,98,0.538,16.67,53104.52128,41916.12533,6464.29,
Boa Nova,2903706,boa-novense,ADONIAS DA ROCHA PIRES DE ALMEIDA,849.538,12953,17.74,97.2,0.567,18.99,33495.90768,32413.9155,6580.5,
Boa Vista do Tupim,2903805,tupinense,HELDER LOPES CAMPOS,2972.109,18622,6.4,96.8,0.551,16.6,43572.43706,41674.3456,5984.36,
Bom Jesus da Lapa,2903904,lapense,EURES RIBEIRO PEREIRA,4115.511,68609,15.11,95.7,0.633,19.37,171160.4596,158579.8874,11761.8,
Bom Jesus da Serra,2903953,bom-jesuense,EDINALDO MEIRA SILVA,467.813,9942,23.99,98.3,0.546,24.59,25666.31249,23623.96399,4973.14,
Boninal,2904001,boninalense,AURELIO FAGUNDES DE SOUZA,896.857,14288,14.66,96.3,0.612,-,27482.58419,28380.33364,6053.11,
Bonito,2904050,bonitense,REINAN CEDRO DE OLIVEIRA,791.276,16637,20.42,97.6,0.561,9.66,47870.89941,43286.7039,9282.54,
Boquira,2904100,boquirense,LUCIANO DE OLIVEIRA E SILVA,1426.233,21520,14.86,98.8,0.603,11.86,59607.65723,44853.9898,6120.15,
Botuporã,2904209,botuporãense,OTAVIANO JOAQUIM FILHO,627.612,10300,17.28,98.1,0.575,34.19,33136.33714,33891.04412,7822.93,
Brejões,2904308,brejoense,ALESSANDRO RODRIGUES BRANDAO CORREIA,518.566,14370,29.7,97.9,0.597,5.52,34703.95435,34915.04467,8513.23,
Brejolândia,2904407,brejolandense,GILMAR RIBEIRO DA SILVA,2247.208,10493,4.04,98.4,0.592,28.99,38404.39069,28605.60327,7948.6,
Brotas de Macaúbas,2904506,brotense,LITERCILIO NUNES DE OLIVEIRA JUNIOR,2370.486,10341,4.78,97.6,0.57,17.54,30171.77925,27817.73915,6197.97,
Brumado,2904605,brumadense,EDUARDO LIMA VASCONCELOS,2207.612,67048,29.01,96.8,0.656,11.9,194916.3286,133344.0937,19724.63,
Buerarema,2904704,bueraremense,VINICIUS IBRANN DANTAS ANDRADE OLIVEIRA,219.487,18391,80.73,91.5,0.613,8.23,33821.5011,32069.88119,9203.1,
Buritirama,2904753,buritiramense,JUDISNEI ALVES DE SOUZA,4046.736,21067,4.97,97.3,0.565,30.86,47738.86475,44772.191,5428.47,
Caatiba,2904803,caatibense,MARIA TANIA RIBEIRO SOUSA,512.436,7043,22.14,89.9,0.561,9.62,22455.54979,18593.40615,6598.79,
Cabaceiras do Paraguaçu,2904852,cabaceirense,ABEL SILVA DOS SANTOS,222.026,18698,76.66,98.8,0.581,9.26,59279.91874,43755.99293,6859.34,
Cachoeira,2904902,cachoeirano,FERNANDO ANTONIO DA SILVA PEREIRA,399.93,33861,81.03,97.8,0.647,9.05,70230.57303,52722.54062,14941.95,
Caculé,2905008,caculense,JOSÉ ROBERTO NEVES,610.983,23045,33.27,97.3,0.637,16.45,53523.40714,42783.34519,10148.8,
Caém,2905107,caenense,GILBERTO FERREIRA MATOS,540.908,9372,18.91,98.8,0.546,15.63,44123.49904,27512.84787,8582.92,
Caetanos,2905156,caetanense,PAULO ALVES DOS REIS,877.65,15524,17.61,96.9,0.542,6.99,29547.53608,27892.98121,4811.03,
Caetité,2905206,caetiteense,ALDO RICARDO CARDOSO GONDIM,2651.537,50861,19.45,98.3,0.625,17.32,111926.1743,114364.5733,12097.2,
Cafarnaum,2905305,cafarnauense,SUELI FERNANDES DE SOUZA NOVAIS,643.66,18356,25.49,98.6,0.584,19.93,46295.10559,42338.8368,12819.19,
Cairu,2905404,cairuense,FERNANDO ANTONIO DOS SANTOS BRITO,448.818,17913,33.35,98.8,0.627,20.41,77292.00157,75784.56145,25163.04,
Caldeirão Grande,2905503,caldeirão-grandense,CANDIDO PEREIRA DA GUIRRA FILHO,458.311,13260,27.46,97.8,0.573,24.69,34617.84397,39499.54107,7512.41,
Camacan,2905602,camacaense,OZIEL RODRIGUES DA CRUZ BASTOS,584.848,31968,50.22,92.5,0.581,19.7,58680.99677,55583.55135,8110.8,
Camaçari,2905701,camaçariense,ANTONIO ELINALDO ARAUJO DA SILVA,785.335,293723,309.65,96.7,0.694,15.04,1197747.858,979305.4047,75103.9,
Camamu,2905800,camamuense,IONA QUEIROZ NASCIMENTO,839.702,35248,38.22,96,0.565,34.56,69968.37167,63440.8396,9267.06,
Campo Alegre de Lourdes,2905909,campo-alegrense,ENILSON MARCELO RODRIGUES DA SILVA,2781.17,28844,10.1,98.3,0.557,12.37,57159.88724,51715.72573,6437.86,
Campo Formoso,2906006,campo-formosense,ROSANGELA MARIA MONTEIRO DE MENEZES,7161.827,70912,9.18,98,0.586,13,160280.6599,143198.1569,9941.14,
Canápolis,2906105,canapolense,MYRIAM GONÇALVES TEIXEIRA DE OLIVEIRA,460.388,9719,21.52,96.9,0.565,27.97,23593.6802,22189.38861,6043.9,
Canarana,2906204,canaraense,EZENIVALDO ALVES DOURADO,579.727,26020,41.76,98.9,0.587,14.88,51966.57178,53125.75256,6519.35,
Canavieiras,2906303,canavieirense,CLOVIS ROBERTO ALMEIDA DE SOUZA,1334.295,31301,24.37,94.9,0.59,21.69,60662.18608,54775.59273,9333.93,
Candeal,2906402,candealense,EVERTON PEREIRA CERQUEIRA,447.578,8338,19.98,98.2,0.587,10.99,19365.10353,17317.14694,6055.35,
Candeias,2906501,candeense,PITAGORAS ALVES DA SILVA IBIAPINA,251.628,86677,321.87,97.6,0.691,21.07,307031.3887,258731.9117,38581.15,
Candiba,2906600,candibense,JARBAS HENRIQUE MARTINS OLIVEIRA,433.642,14268,31.6,98.3,0.591,-,29804.88684,27959.04446,6945.91,
Cândido Sales,2906709,cândido-salense,ELAINE PONTES DE OLIVEIRA,1169.813,25332,17.26,96.2,0.601,11.24,58734.35743,55384.55261,6521.19,
Cansanção,2906808,cansançãoense,PAULO HENRIQUE PASSOS ANDRADE,1351.891,34784,24.62,98.6,0.557,12.47,71242.73356,68139.27052,6923.63,
Canudos,2906824,canudense,GENARIO RABELO DE ALCANTARA NETO,3189.54,16752,4.89,98.6,0.562,8.1,40038.98209,40279.64027,7640.73,
Capela do Alto Alegre,2906857,capelense,CLAUDINEI XAVIER NOVATO,629.586,11660,17.75,98.6,0.599,10.2,26752.37754,24375.4719,6675.4,
Capim Grosso,2906873,capim-grossense,LYDIA FONTOURA PINHEIRO,464.776,30451,79.47,96.2,0.621,15.52,64297.84337,61461.55994,11347.86,
Caraíbas,2906899,caraibense,JONES COELHO DIAS,805.629,9107,12.69,97.3,0.555,-,22942.28133,19369.47585,6717.25,
Caravelas,2906907,caravelense,SÍLVIO RAMALHO DA SILVA,2377.872,21937,8.95,95.4,0.616,21.01,54986.09975,56782.42652,17321.44,
Cardeal da Silva,2907004,cardinalense,MARIANE MERCURI DE SANTANA ALMEIDA OLIVE,293.456,9240,34.64,98.1,0.552,23.62,28380.52541,24684.72573,7597.06,
Carinhanha,2907103,carinhanhense,GERALDO PEREIRA COSTA,2529.445,28965,10.37,98.8,0.576,12.47,61936.43453,57003.7034,6466.1,
Casa Nova,2907202,casa-novense,WILKER OLIVEIRA TORRES,9647.072,71366,6.73,95.5,0.57,18.32,136950.3451,131324.8581,8027.25,
Castro Alves,2907301,castro-alvense,THIANCLE DA SILVA ARAÚJO,713.789,26209,35.7,95.9,0.613,30.77,54272.93744,51417.19685,13329.84,
Catolândia,2907400,catolandiano,GILVAN  PIMENTEL ATAIDE,703.367,3555,4.06,98.4,0.582,-,15604.83962,14348.63774,19612.74,
Catu,2907509,catuense,GERANILSON DANTAS REQUIÃO,426.955,54424,122.72,97.3,0.677,17.49,115313.5248,107811.4953,9220.6,
Caturama,2907558,caturamense,PAULO HUMBERTO NEVES MENDONCA,716.261,9340,13.31,98.7,0.571,13.51,20974.37395,20615.04108,5744.87,
Central,2907608,centralense,UILSON MONTEIRO DA SILVA,566.974,17252,28.24,98.9,0.596,23.81,37941.24425,36237.46756,7933.89,
Chorrochó,2907707,chorrochoense,HUMBERTO GOMES RAMOS,3005.319,11154,3.57,96.6,0.6,12.27,30272.9238,26996.51625,6183.93,
Cícero Dantas,2907806,cícero-dantense,RICARDO ALMEIDA NUNES DA SILVA,863.932,33356,36.5,98,0.585,6.08,58419.1125,56030.79208,7407.38,
Cipó,2907905,cipoense,ABEL ALVES ARAÚJO,155.718,17097,122.78,97.6,0.601,4.55,38100.09597,35647.35569,6757.53,
Coaraci,2908002,coaraciense,JADSON ALBANO GALVAO,274.5,17458,74.17,95.1,0.613,26.32,41578.92198,41550.2019,8196.42,
Cocos,2908101,coquense,MARCELO DE SOUZA EMERENCIANO,10140.572,18746,1.77,97,0.596,3.52,64480.22598,52555.20411,11281.1,
Conceição da Feira,2908200,conceiçoense,RAIMUNDO DA CRUZ BASTOS,164.798,22392,125.19,98.8,0.634,13.39,41522.93877,43835.85071,11187.56,
Conceição do Almeida,2908309,almeidense,ADAILTON CAMPOS SOBRAL,284.836,17332,61.7,95.6,0.606,-,33636.51858,31631.71848,8467.14,
Conceição do Coité,2908408,coiteense,FRANCISCO DE ASSIS ALVES DOS SANTOS,1015.252,66191,61.06,97.9,0.611,13.99,98868.18761,90040.48457,10750.02,
Conceição do Jacuípe,2908507,conjacuipense,NORMELIA MARIA ROCHA CORREIA,117.529,32909,256.3,98.4,0.663,16.71,74311.01756,68906.96864,60168.45,
Conde,2908606,condense,ANTONIO EDUARDO LINS DE CASTRO,931.106,25630,24.49,96.8,0.56,11.24,58788.3479,63818.03498,9611.74,
Condeúba,2908705,condeubense,SILVAN BALEEIRO DE SOUSA,1348.437,17319,13.14,98.1,0.582,15.31,43255.77244,37540.92114,6966.54,
Contendas do Sincorá,2908804,contendense,UELITON VALDIR PALMEIRA SOUZA,977.455,4086,4.46,99,0.577,-,17325.38063,15835.87492,8007.66,
Coração de Maria,2908903,mariense,EDIMARIO PAIM DE CERQUEIRA,378.42,22719,64.34,98.8,0.592,14.18,53276.952,50151.73365,7484.6,
Cordeiros,2909000,cordeirense,DELCI ALVES LUZ,523.64,8585,15.25,98,0.579,27.78,20717.16768,18587.68923,5956.45,
Coribe,2909109,coribense,MANUEL AZEVEDO ROCHA,2662.886,14240,5.77,97.7,0.6,5.18,49512.77229,38010.52519,8220.46,
Coronel João Sá,2909208,joão-saense,CARLOS AUGUSTO SILVEIRA SOBRAL,883.522,15801,19.32,96,0.535,5.46,39769.26259,42292.97257,7835.18,
Correntina,2909307,correntinense,NILSON JOSÉ RODRIGUES,11492.171,32081,2.62,97.6,0.603,14.25,123134.3289,117411.1125,33778.3,
Cotegipe,2909406,cotegipano,MÁRCIA DA SILVA SÁ TELES,4282.775,13796,3.25,94.5,0.59,28.25,37615.44394,35614.13273,8660.05,
Cravolândia,2909505,cravolandense,IVETE SOARES TEIXEIRA ARAUJO,182.585,5349,31.08,97.6,0.599,17.86,17626.0686,17371.63342,7373.42,
Crisópolis,2909604,crisopolense,EDINAL ALVES DA COSTA,636.609,21040,32.99,96.1,0.543,19.76,46794.77273,45895.77502,6615.4,
Cristópolis,2909703,cristopolense,GILSON NASCIMENTO DE SOUZA,1052.837,13872,12.73,98.3,0.614,-,34269.36051,30426.33837,9146.31,
Cruz das Almas,2909802,cruz-almense,ORLANDO PEIXOTO PEREIRA FILHO,139.117,62871,402.12,97.2,0.699,19.61,109107.2839,103853.0403,14897.85,
Curaçá,2909901,curaçaense,PEDRO ALVES DE OLIVEIRA,5935.944,34389,5.29,97.4,0.581,24.81,71569.40996,71326.79212,7617.66,
Dário Meira,2910008,dário-meirense,WILLIAM ALMEIDA SENA,413.637,10906,28.82,93,0.54,30.77,25390.47667,25681.44858,7757.99,
Dias d'Ávila,2910057,diasdavilense,JUSSARA MÁRCIA DO NASCIMENTO,184.23,79685,360.64,98,0.676,15.95,194450.4561,181456.6668,42142.2,
Dom Basílio,2910107,dom-basiliense,ROBERVAL DE CASSIA MEIRA,688.646,12155,16.78,96.1,0.591,32,32078.90841,28380.47062,9833.88,
Dom Macedo Costa,2910206,macedense,EGNALDO PITON MOURA,94.778,4050,45.7,99.3,0.632,-,14266.11794,12342.23059,7521.17,
Elísio Medrado,2910305,medradense,ROBSON EPAMINONDAS SANTANA DE SOUZA,179.329,8119,41.06,99.6,0.623,-,19453.56083,18127.99002,6976.86,
Encruzilhada,2910404,encruzilhadense,WEKISLEY TEIXEIRA SILVA,1890.133,17593,11.99,95,0.544,20.92,49443.20222,50267.06294,9164.87,
Entre Rios,2910503,entrerriense,ELIZIO FERNANDES RODRIGUES SIMÕES,1187.514,41654,32.81,95.6,0.615,20.79,93732.36422,89847.00737,10818.03,
Esplanada,2910602,esplanadense,FRANCISCO DA CRUZ,1299.355,36882,25.27,97.7,0.589,17.78,94071.96907,87463.05107,13207.15,
Euclides da Cunha,2910701,euclidense,LUCIANO PINHEIRO DAMASCENO E SANTOS,1992.639,59842,27.75,97.8,0.567,19.66,118713.2807,132809.6258,10013.19,
Eunápolis,2910727,eunapolitano,JOSÉ ROBÉRIO BATISTA DE OLIVEIRA,1425.97,112318,84.97,96.2,0.677,14.04,256565.0614,251311.0394,22186.57,
Fátima,2910750,fatimense,MANOEL MISSIAS VIEIRA,359.394,17601,49.12,98.4,0.559,25.38,39762.16279,42834.29449,12057.66,
Feira da Mata,2910776,matense,APARECIDO ALVES DA SILVA,1176.111,5668,3.78,97.5,0.588,-,18098.70361,16991.26009,8178,
Feira de Santana,2910800,feirense,JOSÉ RONALDO DE CARVALHO,1304.425,609913,416.03,97.4,0.712,17.59,1167088.574,1099658.829,21051.29,
Filadélfia,2910859,filadelfense,LOURIVALDO PEREIRA MAIA,579.686,16410,29.36,98.4,0.565,22.9,45822.38706,40895.60319,6827.77,
Firmino Alves,2910909,firmino-alvense,AURELINO MORENO DA CUNHA NETO,172.353,5604,33.15,95,0.578,-,16165.13007,15348.08844,7664.18,
Floresta Azul,2911006,floresta-azulense,GICELIA DE SANTANA OLIVEIRA SANTOS,321.013,10686,36.32,92.8,0.557,8.26,34148.89954,22096.61202,6971.66,
Formosa do Rio Preto,2911105,formosense,TERMOSIRES DIAS DOS SANTOS NETO,15901.745,25311,1.38,97.3,0.618,17.95,115659.7817,101995.3317,38416.21,
Gandu,2911204,ganduense,LEONARDO BARBOSA CARDOSO,229.631,32202,124.76,96.8,0.632,20.22,59938.8177,54632.06531,9656.97,
Gavião,2911253,gavionense,RAUL SOARES MOURA JUNIOR,384.592,4487,12.33,98.8,0.599,-,14795.12779,15463.29695,7964.2,
Gentio do Ouro,2911303,gentiense,ROBERIO GOMES CUNHA,3817.946,11206,2.87,97.9,0.559,27.21,34194.09094,25798.3518,17029.24,
Glória,2911402,gloriense,DAVID DE SOUZA CAVALCANTI,1566.609,15208,12.01,97.4,0.593,21.9,34737.20621,35676.60576,10588.92,
Gongogi,2911501,gongogiense,EDVALDO DOS SANTOS,202.193,7276,42.28,96.8,0.576,10.42,18787.00558,19274.86127,8085.71,
Governador Mangabeira,2911600,mangabeirense,MARCELO PEDREIRA DE MENDONÇA,106.848,20679,186.4,95.6,0.643,10.75,45767.30579,43219.59835,12741.64,
Guajeru,2911659,guajeruense,GILMAR ROCHA CANGUSSU,872.867,7239,11.12,97.1,0.569,37.5,19733.02424,17525.50498,6630.12,
Guanambi,2911709,guanambiense,JAIRO SILVEIRA MAGALHAES,1272.366,84014,60.8,97.8,0.673,9.55,170867.3085,160908.3109,13886.22,
Guaratinga,2911808,guaratinguense,CHRISTINE PINTO ROSA,2189.404,20991,9.53,94.6,0.558,26.92,47789.08115,45373.20672,9874.87,
